non-preferred name	preferred name
putative histo-blood group A transferase	putative glycoprotein-fucosylgalactoside alpha-N-acetylgalactosaminyltransferase
putative sugar (Glycoside-Pentoside-Hexuronide) transporter	putative glycoside/pentoside/hexuronide transporter
putative glycosphingolipid ceramide deacylase	putative glycosphingolipid deacylase
putative glucosulfatase	putative glycosulfatase
putative phlorizin hydrolase	putative glycosylceramidase
putative phloretin-glucosidase	putative glycosylceramidase
putative VSG-lipase	putative glycosylphosphatidylinositol diacylglycerol-lyase
putative GPI-specific phospholipase C	putative glycosylphosphatidylinositol diacylglycerol-lyase
putative 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol diacylglycerol- lyase (1,2-cyclic-phosphate-forming)	putative glycosylphosphatidylinositol diacylglycerol-lyase
putative Variant-surface-glycoprotein phospholipase C	putative glycosylphosphatidylinositol diacylglycerol-lyase
putative glycosylphosphatidylinositol-phospholipase C	putative glycosylphosphatidylinositol diacylglycerol-lyase
putative glycosyl inositol phospholipid anchor-hydrolyzing enzyme	putative glycosylphosphatidylinositol diacylglycerol-lyase
putative GPI-PLC	putative glycosylphosphatidylinositol diacylglycerol-lyase
putative (glycosyl)phosphatidylinositol-specific phospholipase C	putative glycosylphosphatidylinositol diacylglycerol-lyase
putative glycosylphosphatidylinositol-specific phospholipase C	putative glycosylphosphatidylinositol diacylglycerol-lyase
putative phosphatidylinositol phospholipase D	putative glycosylphosphatidylinositol phospholipase D
putative phosphatidylinositol-glycan-specific phospholipase D	putative glycosylphosphatidylinositol phospholipase D
putative GPI-PLD	putative glycosylphosphatidylinositol phospholipase D
putative phosphatidylinositol-specific phospholipase D	putative glycosylphosphatidylinositol phospholipase D
putative glycoprotein phospholipase D	putative glycosylphosphatidylinositol phospholipase D
putative probable glycosyl transferase	putative glycosyltransferase
putative Glycosyltransferase	putative glycosyltransferase
putative glycosyltransferase sugar-binding region containing DXD motif	putative glycosyltransferase sugar-binding region DXD domain protein
putative glycosyl transferase and polysaccharide deacetylase fusion	putative glycosyltransferase/polysaccharide deacetylase
putative papaya proteinase IV	putative glycyl endopeptidase
putative papaya peptidase B	putative glycyl endopeptidase
putative peptide N-tetradecanoyltransferase	putative glycylpeptide N-tetradecanoyltransferase
putative peptide N-myristoyltransferase	putative glycylpeptide N-tetradecanoyltransferase
putative glyoxalase domain	putative glyoxalase domain protein
putative glyoxalase domain-containing protein 5	putative glyoxalase domain protein
putative glyoxylic acid reductase	putative glyoxylate reductase
putative NADH-dependent glyoxylate reductase	putative glyoxylate reductase
putative glycolate reductase	putative glyoxylate reductase
putative glyoxylate reductase (Glycolate reductase)	putative glyoxylate reductase
putative guanosine 5'-phosphate reductase	putative GMP reductase
putative guanosine monophosphate reductase	putative GMP reductase
putative guanylate reductase	putative GMP reductase
putative NADPH:GMP oxidoreductase (deaminating)	putative GMP reductase
putative guanosine 5'-monophosphate oxidoreductase	putative GMP reductase
putative NADPH:guanosine-5'-phosphate oxidoreductase (deaminating)	putative GMP reductase
putative guanosine 5'-monophosphate reductase	putative GMP reductase
putative guanylate synthetase	putative GMP synthase
putative XMP aminase	putative GMP synthase
putative xanthosine-5'-phosphate--ammonia ligase	putative GMP synthase
putative xanthosine 5'-monophosphate aminase	putative GMP synthase
putative guanosine 5'-monophosphate synthetase	putative GMP synthase (glutamine-hydrolyzing)
putative guanylate synthetase (glutamine-hydrolyzing)	putative GMP synthase (glutamine-hydrolyzing)
putative GMP synthase [glutamine-hydrolyzing] (Glutamineamidotransferase) (GMP synthetase)	putative GMP synthase (glutamine-hydrolyzing)
putative GMP synthase [glutamine-hydrolysing]	putative GMP synthase (glutamine-hydrolyzing)
putative GMP synthetase (glutamine-hydrolysing)	putative GMP synthase (glutamine-hydrolyzing)
putative guanosine monophosphate synthetase (glutamine-hydrolyzing)	putative GMP synthase (glutamine-hydrolyzing)
putative glutamine amidotransferase	putative GMP synthase (glutamine-hydrolyzing)
putative gmp synthase [glutamine-hydrolyzing] (glutamineamidotransferase) (gmp synthetase) (gmps)	putative GMP synthase (glutamine-hydrolyzing)
putative GMP synthase [glutamine-hydrolyzing]	putative GMP synthase (glutamine-hydrolyzing)
putative xanthosine 5'-phosphate amidotransferase	putative GMP synthase (glutamine-hydrolyzing)
putative GMP synthetase (glutamine-hydrolyzing)	putative GMP synthase (glutamine-hydrolyzing)
putative gp47 [Bacteriophage A118]	putative gp47
putative germination proteinase	putative GPR endopeptidase
putative germination protease	putative GPR endopeptidase
putative spore protease	putative GPR endopeptidase
putative cytotoxic T-lymphocyte proteinase 1.	putative granzyme A
putative cytotoxic t-lymphocyte proteinase 2.	putative granzyme B
putative Group II catalytic intron	putative group II catalytic intron
putative GTP cyclohydrolase III	putative GTP cyclohydrolase IIA
putative gtp pyrophosphokinase (atp:gtp 3'-pyrophosphotransferase)(ppgpp synthetase i) ((p)ppgpp synthetase)	putative GTP diphosphokinase
putative stringent factor	putative GTP diphosphokinase
putative GTP pyrophosphokinase	putative GTP diphosphokinase
putative ppGpp synthetase I	putative GTP diphosphokinase
putative guanosine 3',5'-polyphosphate synthase	putative GTP diphosphokinase
putative GTP-binding protein TypA/BipA	putative GTP-binding protein TypA
putative GTP-sensing transcriptional pleiotropic repressor CodY (Vegetativeprotein 286B) (B)	putative GTP-sensing transcriptional pleiotropic repressor CodY
putative transcriptional repressor CodY	putative GTP-sensing transcriptional pleiotropic repressor CodY
putative glycocyaminase	putative guanidinoacetase
putative glycocyamine kinase	putative guanidinoacetate kinase
putative GAH	putative guanine deaminase
putative guanase	putative guanine deaminase
putative guanine aminase	putative guanine deaminase
putative guanosine aminase	putative guanosine deaminase
putative guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	putative guanosine-3',5'-bis(diphosphate) 3'-diphosphatase
putative Penta-phosphate guanosine-3'-diphosphohydrolase	putative guanosine-3',5'-bis(diphosphate) 3'-diphosphatase
putative guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase ((ppgpp)ase)	putative guanosine-3',5'-bis(diphosphate) 3'-diphosphatase
putative (ppGpp)ase	putative guanosine-3',5'-bis(diphosphate) 3'-diphosphatase
putative Penta-phosphate guanosine-3'-pyrophosphohydrolase	putative guanosine-3',5'-bis(diphosphate) 3'-diphosphatase
putative guanosine pentaphosphate phosphohydrolase	putative guanosine-5'-triphosphate,3'-diphosphate diphosphatase
putative GDPase	putative guanosine-diphosphatase
putative guanylyl cyclase	putative guanylate cyclase
putative guanyl cyclase	putative guanylate cyclase
putative GMP kinase	putative guanylate kinase
putative deoxyguanylate kinase	putative guanylate kinase
putative guanosine monophosphate kinase	putative guanylate kinase
putative chloroplast ATPase	putative H(+)-transporting two-sector ATPase
putative mitochondrial ATPase	putative H(+)-transporting two-sector ATPase
putative ATP synthase	putative H(+)-transporting two-sector ATPase
putative F(o)F(1)-ATPase	putative H(+)-transporting two-sector ATPase
putative F(1)-ATPase	putative H(+)-transporting two-sector ATPase
putative F(0)F(1)-ATPase	putative H(+)-transporting two-sector ATPase
putative H(+)-transporting ATP synthase	putative H(+)-transporting two-sector ATPase
putative h(+)/cl(-) exchange transporter clca (clc-ec1)	putative H+/Cl- exchange transporter ClcA
putative 1-chlorohexane halidohydrolase	putative haloalkane dehalogenase
putative hd-gyp domain	putative HD-GYP domain protein
putative uncharacterized domain HDIG	putative HDIG domain protein
putative Hdr-like menaquinol oxidoreductase iron-sulfur subunit 1 family protein	putative Hdr-like menaquinol oxidoreductase iron-sulfur, subunit 1
putative Hdr-like menaquinol oxidoreductase iron-sulfur subunit 2 family protein	putative Hdr-like menaquinol oxidoreductase iron-sulfur, subunit 2
putative Hdr-like menaquinol oxidoreductase iron-sulfur subunit 1	putative Hdr-like menaquinol oxidoreductase iron-sulfur, subunit 1
putative Hdr-like menaquinol oxidoreductase iron-sulfur subunit 2	putative Hdr-like menaquinol oxidoreductase iron-sulfur, subunit 2
putative heat domain containing protein	putative HEAT repeat protein
putative heavy metal binding protein	putative heavy-metal-binding protein
putative helicase, c-terminal:type iii restriction enzyme, res subunit:dead/deah box helicase, n-terminal	putative helicase
putative helicase conserved C-terminal domain protein	putative helicase C-terminal domain protein
putative helicase iv (75 kda helicase)	putative helicase IV
putative HC-Pro.	putative helper-component proteinase
putative haemagglutinin	putative hemagglutinin
putative haem lyase	putative heme lyase
putative heme oxidase	putative heme oxygenase
putative heme oxygenase (decyclizing)	putative heme oxygenase
putative truncated hemoglobin	putative hemoglobin domain protein
putative hemolysin-3 (hemolysin iii) (hly-iii)	putative hemolysin-3
putative hemy protein n-terminus	putative HemY N-terminal domain protein
putative Hep_Hag repeat protein	putative Hep/Hag repeat protein
putative Hep_Hag	putative Hep/Hag repeat protein
putative Cpro-2	putative hepacivirin
putative hepatitis C virus NS3 serine proteinase	putative hepacivirin
putative heparinase	putative heparin lyase
putative heparin eliminase	putative heparin lyase
putative heparitin-sulfate lyase	putative heparin-sulfate lyase
putative heparin-sulfate eliminase	putative heparin-sulfate lyase
putative hepoxilin A(3) hydrolase	putative hepoxilin-epoxide hydrolase
putative hepoxilin epoxide hydrolase	putative hepoxilin-epoxide hydrolase
putative hepoxylin hydrolase	putative hepoxilin-epoxide hydrolase
putative fatty acyl-CoA reductase	putative hexadecanal dehydrogenase (acylating)
putative dihydroxyhexaprenylbenzoate methyltransferase	putative hexaprenyldihydroxybenzoate methyltransferase
putative DHHB-Mt	putative hexaprenyldihydroxybenzoate methyltransferase
putative DHHB methyltransferase	putative hexaprenyldihydroxybenzoate methyltransferase
putative 3,4-dihydroxy-5-hexaprenylbenzoate methyltransferase	putative hexaprenyldihydroxybenzoate methyltransferase
putative hexokinase type I	putative hexokinase
putative hexokinase type IV (glucokinase)	putative hexokinase
putative hexokinase type III	putative hexokinase
putative hexokinase type II	putative hexokinase
putative high-affinity branched-chain amino acid transport ATP-binding proteinlivF (LIV-I protein F)	putative high-affinity branched-chain amino acid ABC transporter, ATP-binding protein
putative high-affinity branched-chain amino acid transport ATP-binding protein LivF	putative high-affinity branched-chain amino acid ABC transporter, ATP-binding protein LivF
putative high-affinity branched-chain amino acid transport system permeaseprotein LivH	putative high-affinity branched-chain amino acid transport system permease protein LivH
putative high-affinity branched-chain amino acid transport system permeaseprotein LivM (LIV-I protein M)	putative high-affinity branched-chain amino acid transport system permease protein LivM
putative hippuricase	putative hippurate hydrolase
putative benzoylglycine amidohydrolase	putative hippurate hydrolase
putative histidine alpha-deaminase	putative histidine ammonia-lyase
putative histidinase	putative histidine ammonia-lyase
putative histidase	putative histidine ammonia-lyase
putative L-histidine carboxy-lyase	putative histidine decarboxylase
putative protein kinase	putative histidine kinase
putative histidine protein kinase	putative histidine kinase
putative HK1	putative histidine kinase
putative protein histidine kinase	putative histidine kinase
putative protein kinase (histidine)	putative histidine kinase
putative his kinase a (phosphoacceptor) domain protein	putative histidine kinase A domain protein
putative histidine kinase N-terminal	putative histidine kinase N-terminal domain protein
putative histidine aminotransferase	putative histidine transaminase
putative histidine triad nucleotide-binding protein 2 (hint-2)(hint-3)	putative histidine triad domain protein
putative histidine triad (hit) protein	putative histidine triad protein
putative histidyl-tRNA synthetase (Histidine--tRNA ligase)(HisRS)	putative histidine--tRNA ligase
putative histidine translase	putative histidine--tRNA ligase
putative histidyl-tRNA synthetase	putative histidine--tRNA ligase
putative histidinol dehydrogenase (also histidinol dehydrogenase activity)	putative histidinol dehydrogenase
putative imidazolylacetolphosphate aminotransferase	putative histidinol-phosphate transaminase
putative imidazole acetol-phosphate transaminase	putative histidinol-phosphate transaminase
putative histidinol-phosphate aminotransferase	putative histidinol-phosphate transaminase
putative histidinol-phosphate aminotransferase (Imidazole acetol-phosphate transaminase)	putative histidinol-phosphate transaminase
putative histolysin	putative histolysain
putative HDAC	putative histone deacetylase
putative protein methylase I	putative histone-arginine N-methyltransferase
putative histone protein methylase	putative histone-arginine N-methyltransferase
putative protein-arginine N-methyltransferase	putative histone-arginine N-methyltransferase
putative protein methyltransferase II	putative histone-lysine N-methyltransferase
putative protein methylase 3.	putative histone-lysine N-methyltransferase
